,acidi grassi saturi totali | g,acido arachico | g,acido arachidonico | g,acido aspartico | g,acido beenico | g,acido decosaesaenoico (dha) | g,acido eicosapentaenoico (epa) | g,acido eicosenoico | g,acido erucico | g,acido fitico | g,acido glutamico | g,acido glutammico | g,acido laurico | g,acido linoleico | g,acido linolenico | g,acido miristico | g,acido miristoleico | g,acido oleico | g,acido palmitico | g,acido palmitoleico | g,acido pantotenico | g,acido stearico | g,acqua | g,alanina | g,alcol | %,alcol | g,altri acidi grassi polinsaturi | g,amido | g,arginina | g,biotina | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,c4:0÷c10:0 | g,calcio | g,"calorie, ricalcolata con fibra | kcal","calorie, ricalcolata | kcal",carboidrati disponibili | g,carboidrati | %,cistina | g,cloro | g,colesterolo | g,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,folati totali | g,fosforo | g,fruttosio | g,galattosio | g,glicina | g,glucosio | g,indice chimico | g,iodio | g,isoleucina | g,istidina | g,lattosio (mse) | g,leucina | g,lipidi animali | g,lipidi totali | g,lipidi vegetali | g,lipidi | %,lisina | g,magnesio | g,maltosio (mse) | g,manganese | g,metionina | g,monoinsaturi totali | %,niacina | g,parte edibile | %,polinsaturi totali | %,potassio | g,prolina | g,proteine animali | g,proteine totali | g,proteine vegetali | g,proteine | %,rame | g,rapporto polinsaturi/saturi | g,riboflavina | g,saccarosio (mse) | g,saturi totali | %,selenio | g,serina | g,sodio | g,"somma degli acidi butirrico, caproico, caprilico e caprico | g",tiamina | g,tirosina | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,vitamina b12 | g,vitamina b6 | g,vitamina c | g,vitamina d | g,"vitamina e, aggiunta | g",vitamina k | g,zinco | g,zolfo | g,zuccheri solubili | g,ß-carotene equivalente | g
prosciutto crudo di montagna,7.23,0.0,0.19,2.6069999999999998,0.0,0.0,0.0,0.19,0.0,0.0,,4.138999999999999,0.0,2.18,0.2,0.31,0.0,8.94,4.55,0.63,0.00107,2.08,44.8,1.7990000000000002,0.0,0.0,0.14,0.0,1.649,2e-06,,,,,,,,,,,,,,,,,0.0,0.018000000000000002,303.0,303.0,0.0,0.0,0.304,1.98,0.069,1.053,0.0014,0.0,0.0,0.0,4e-06,0.208,0.0,0.0,1.222,0.0,,7.000000000000003e-06,1.3559999999999999,0.945,0.0,2.176,22.0,22.0,0.0,65.0,2.2569999999999997,0.031,0.0,1e-05,0.657,9.82,0.00587,100.0,2.71,0.5329999999999999,1.095,26.2,26.2,0.0,35.0,0.00018999999999999998,,0.00022999999999999998,0.0,,7.000000000000003e-06,1.055,2.628,0.0,0.0007,0.8590000000000001,1.186,0.275,1.379,0.0,0.0,0.00043,0.0,6e-07,5.9999999999999995e-05,0.0,0.0029,0.18,0.0,0.0
"bovino, trippa",1.75,0.01,0.07,1.224,0.01,0.0,0.0,0.02,0.0,0.0,,2.112,0.0,0.16,0.02,0.1,0.02,1.92,0.87,0.12,0.0005600000000000001,0.63,72.0,1.004,0.0,0.0,0.01,0.0,1.08,1e-06,,,,,,,,,,,,,,,,,0.0,0.008,108.0,108.0,0.0,0.0,0.182,0.008,0.095,0.511,0.004,0.0,0.0,0.0,2e-06,0.05,0.0,0.0,1.2919999999999998,0.0,,1e-05,0.639,0.39399999999999996,0.0,1.0290000000000001,5.0,5.0,0.0,42.0,1.133,0.008,0.0,1e-05,0.342,2.08,0.0016,100.0,0.24,0.018000000000000002,1.259,15.8,15.8,0.0,58.0,8.999999999999999e-05,,0.00017999999999999998,0.0,,4.6e-05,0.726,0.107,0.0,0.00014,0.43,0.546,0.124,0.665,0.0,1.5e-06,4e-05,0.003,0.0,8e-05,0.0,0.0025,0.19,0.0,0.0
zucchine,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.02,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,93.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.021,14.0,11.0,1.4,46.0,0.0,0.0,0.0,0.0,0.0005,,,1.25,5.2000000000000004e-05,0.065,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,8.0,0.0,0.0125,0.0,0.0,0.0,0.01,0.0007,88.5,0.04,0.21,0.0,0.0,1.3,1.3,46.0,7e-05,,0.00011999999999999999,0.0,,5e-07,0.0,0.001,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00015,0.011000000000000001,0.0,0.0010600000000000002,0.0,0.0005500000000000001,0.0,1.3,3.6e-05
caciotta mista,19.31,0.0,0.0,1.5819999999999999,0.0,0.0,0.0,0.0,0.0,0.0,,4.408,1.17,1.29,0.84,3.49,0.0,7.88,8.42,0.0,0.00047999999999999996,3.04,39.5,0.7030000000000001,0.0,0.0,0.0,0.0,0.726,2.2e-06,1.17,3.49,0.0,8.42,,3.04,7.88,1.29,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.531,384.0,384.0,1.8,1.0,0.141,0.99,0.09,1.198,0.0006,0.0,0.0,0.0,1e-05,0.496,0.0,0.0,0.4320000000000001,0.0,,4e-06,1.192,0.62,1.8,2.266,31.0,31.0,0.0,73.0,1.8159999999999998,0.03,0.0,1e-05,0.7290000000000001,7.92,0.00016,100.0,2.13,0.145,2.611,24.5,24.5,0.0,26.0,2.9999999999999997e-05,0.1,0.00032,0.0,19.31,7.85e-06,1.193,0.514,3.19,2e-05,1.286,0.855,0.29,1.558,0.000293,1.5e-06,7.000000000000001e-05,0.0,1.6e-07,0.00049,0.0,0.0037,0.11,1.8,0.000251
tè (foglie),0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.29,0.86,0.0,0.0,0.0,0.29,0.0,0.0013000000000000002,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,,,,,,,,,,,,,,,,,0.0,0.22999999999999998,197.0,108.0,3.0,10.0,0.0,0.052000000000000005,0.0,0.0,0.0152,,,44.7,4e-06,0.63,2.6,0.0,0.0,0.4,,1.1e-05,0.0,0.0,0.0,0.0,0.0,2.0,2.0,17.0,0.0,0.25,0.0,0.073,0.0,0.29,0.0075,100.0,1.14,2.16,0.0,0.0,19.6,19.6,73.0,0.0016,,0.0012,0.0,,5.400000000000002e-06,0.0,0.045,0.0,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,0.003,0.18,3.0,0.0
fontina,14.73,0.0,0.0,1.601,0.0,0.0,0.0,0.0,0.0,0.0,,5.478,0.69,0.74,0.68,2.56,0.0,6.13,7.31,0.77,0.00043,2.3,41.1,0.715,0.0,0.0,0.0,0.0,0.745,1.8000000000000001e-06,0.69,2.56,0.0,7.31,0.77,2.3,6.13,0.74,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,343.0,343.0,0.8,1.0,0.13,0.882,0.08199999999999999,1.274,0.0003,0.0,0.0,0.0,6e-06,0.561,0.0,0.0,0.452,0.0,,4.4e-05,1.244,0.6900000000000001,0.8,2.22,26.9,26.9,0.0,70.0,1.903,0.027000000000000003,0.0,1e-05,0.61,6.9,0.0002,100.0,1.42,0.08900000000000001,2.647,24.5,24.5,0.0,29.0,2.9999999999999997e-05,0.1,0.00045,0.0,14.73,1.5e-05,1.389,0.6859999999999999,1.87,1e-05,1.402,0.9109999999999999,0.34500000000000003,1.547,0.00028,1.6999999999999996e-06,8e-05,0.0,1.9e-07,0.00062,0.0,0.004275,0.23,0.8,7.999999999999999e-05
amarene,0.0,0.0,0.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014,0.0,84.2,0.02,0.0,0.0,0.0,0.0,0.013999999999999999,4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,44.0,41.5,10.2,92.0,0.008,0.0,0.0,0.018000000000000002,0.0004,,,1.1,8e-06,0.017,4.2,0.0,0.017,5.0,,0.0,0.015,0.011000000000000001,0.0,0.023,0.0,0.0,0.0,0.0,0.024,0.009000000000000001,0.0,0.00011,0.008,0.0,0.0004,85.0,0.0,0.114,0.028999999999999998,0.0,0.8,0.8,8.0,0.0001,1.0,5e-05,1.0,0.0,0.0,0.023,0.002,0.0,2.9999999999999997e-05,0.011000000000000001,0.017,0.006999999999999999,0.018000000000000002,1.2e-05,0.0,4e-05,0.006999999999999999,0.0,7.000000000000001e-05,2.1000000000000002e-06,0.0001,0.006999999999999999,10.2,0.000144
"bovino, vitellone, 15-18 mesi, filetto, senza grasso visibile",1.67,0.0,0.14,1.989,0.0,0.05,0.11,0.0,0.12,0.0,3.495,3.495,0.0,0.47,0.09,0.11,0.08,1.26,0.87,0.13,0.0010500000000000002,0.6,72.7,1.261,0.0,0.0,0.13,0.0,1.23,1e-06,0.0,0.11,0.08,0.87,0.13,0.6,1.26,0.47,0.09,0.0,0.0,0.14,0.11,0.0,0.12,0.05,0.0,0.004,127.0,127.0,0.0,0.0,0.223,0.051,0.06,0.836,0.0019,0.0,0.0,0.0,1e-05,0.2,0.0,0.0,1.019,0.0,0.094,7.000000000000003e-06,0.8859999999999999,0.7909999999999999,0.0,1.763,5.0,5.0,0.0,35.0,1.8659999999999999,0.02,0.0,2e-05,0.588,1.63,0.0047,100.0,0.99,0.33,0.843,20.5,20.5,0.0,65.0,8e-05,0.6,0.00018999999999999998,0.0,1.67,1.7e-05,0.838,0.040999999999999995,0.0,8.999999999999999e-05,0.726,0.836,0.23,0.99,0.0,2e-06,0.00047000000000000004,0.0,5e-07,0.00011999999999999999,0.0,0.0028,0.19,0.0,0.0
"cavallo, fegato",1.22,0.0,0.27,2.121,0.0,0.07,0.01,0.0,0.0,0.0,,2.867,0.0,0.45,0.05,0.02,0.0,0.62,0.49,0.06,0.0081,0.69,67.8,1.4340000000000002,0.0,0.0,0.18,0.0,1.378,3.3e-05,,,,,,,,,,,,,,,,,0.0,0.008,145.0,145.0,5.3,13.0,0.24600000000000002,0.09,0.3,1.165,0.009000000000000001,0.0,0.0,0.0,0.00033,0.358,0.0,0.0,1.3659999999999999,5.3,,1.3000000000000001e-05,1.198,0.6,0.0,2.112,4.0,4.0,0.0,25.0,1.714,0.018000000000000002,0.0,0.00037,0.526,0.7,0.0147,100.0,1.03,0.32,0.0,22.4,22.4,0.0,62.0,0.0037,,0.00288,0.0,,4.2e-05,1.187,0.081,0.0,0.0003,0.728,1.048,0.34700000000000003,1.4469999999999998,0.010902000000000002,0.00011,0.0008300000000000001,0.03,1.1e-06,0.00042,0.0,0.006,0.26,5.3,0.001172
uva,0.03,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.14300000000000002,0.14300000000000002,0.0,0.02,0.01,0.0,0.0,0.0,0.03,0.0,5e-05,0.0,80.3,0.028999999999999998,0.0,0.0,0.0,0.0,0.051,3e-07,,,,,,,,,,,,,,,,,0.0,0.027000000000000003,64.0,61.0,15.6,96.0,0.011000000000000001,0.0,0.0,0.013999999999999999,0.0004,,,1.5,2e-06,0.004,7.9,0.0,0.021,7.7,0.042,1e-06,0.006,0.025,0.0,0.013999999999999999,0.0,0.1,0.1,1.0,0.015,0.006999999999999999,0.0,0.0001,0.023,0.0,0.0004,94.0,0.03,0.192,0.023,0.0,0.5,0.5,3.0,0.00027,,2.9999999999999997e-05,0.1,,1e-06,0.033,0.001,0.0,2.9999999999999997e-05,0.012,0.019,0.003,0.019,2e-06,0.0,0.0001,0.006,0.0,0.0,8.599999999999999e-06,0.00011999999999999999,0.008,15.6,2.4e-05
"fagioli, secchi",0.5,0.0,0.0,1.2065000000000001,0.0,0.0,0.0,0.0,0.0,0.0,3.174,0.0,0.0,0.58,0.62,0.0,0.0,0.19,0.0,0.0,0.0,0.0,10.5,0.431,0.0,0.0,0.0,43.85,0.5845,0.0,,,,,,,,,,,,,,,,,0.0,0.1195,345.0,301.0,49.6,65.0,0.103,0.0,0.0,0.5735,0.007850000000000001,15.71,1.54,17.15,0.00013000000000000002,0.4505,0.0,0.0,0.3865,0.0,0.084,0.0,0.534,0.3015,0.0,0.8175,0.0,2.25,2.5,6.0,0.72,0.0815,0.0,0.0,0.109,0.19,0.0022,100.0,1.2,1.4615,0.376,0.0,21.9,23.6,29.0,0.00035,,0.000145,0.0,,8e-06,0.6,0.0035,0.0,0.00045,0.32549999999999996,0.40049999999999997,0.098,0.537,0.0,0.0,0.0004,0.0015,0.0,0.00093,0.0,0.00315,0.0,3.75,1.8e-05
"merluzzo, surgelato, cotto al microonde",0.16,0.0,0.01,2.713,0.0,0.22,0.05,0.04,0.02,0.0,,4.013,0.0,0.01,0.0,0.01,0.0,0.1,0.12,0.01,0.00022999999999999998,0.03,72.2,1.694,0.0,0.0,0.02,0.0,1.673,1e-06,0.0,0.01,0.0,0.12,0.01,0.03,0.1,0.01,0.0,0.0,0.04,0.01,0.05,0.0,0.02,0.22,0.0,0.037000000000000005,107.0,107.0,0.0,0.0,0.298,0.12,0.062,1.284,0.001,0.0,0.0,0.0,1.3000000000000001e-05,0.2,0.0,0.0,1.186,0.0,,0.00011,1.19,0.747,0.0,2.165,0.9,0.9,0.0,8.0,2.589,0.021,0.0,1e-05,0.858,0.16,0.0022199999999999998,75.0,0.31,0.33,0.995,24.8,24.8,0.0,92.0,0.00035,1.9,8e-05,0.0,0.16,1.6800000000000002e-05,1.266,0.08199999999999999,0.0,5.9999999999999995e-05,0.995,1.3130000000000002,0.28400000000000003,1.328,0.0,2e-06,2e-05,0.0,0.0,0.00047999999999999996,0.0,0.0021200000000000004,0.2,0.0,0.0
peperoni crudi,0.05,0.0,0.0,0.09449999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.14800000000000002,0.0,0.0,0.14,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,92.3,0.014499999999999999,0.0,0.0,0.0,0.0,0.015,0.0,,,,,,,,,,,,,,,,,0.0,0.017,26.0,22.0,4.2,72.0,0.0125,0.0,0.0,0.013,0.0007,1.47,0.43,1.9,2.4e-05,0.027999999999999997,0.0,0.0,0.0155,0.0,0.07100000000000001,0.0,0.0115,0.006,0.0,0.019,0.0,0.3,0.3,12.0,0.023,0.0,0.0,0.0,0.0045000000000000005,0.02,0.0005,82.0,0.16,0.21,0.0165,0.0,0.9,0.9,16.0,0.0,,7.000000000000001e-05,0.0,,0.0,0.022000000000000002,0.002,0.0,5e-05,0.0075,0.0165,0.0034999999999999996,0.016,6.95e-05,0.0,0.00027,0.151,0.0,0.0006500000000000001,0.0,0.0002,0.0,4.2,0.000834
panettone,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.59,0.14,0.0,0.0,2.82,0.0,0.0,0.0,0.0,26.9,0.0,0.0,0.0,0.01,31.950000000000003,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.149,339.0,333.5,56.35,63.0,0.0,0.0,0.11199999999999999,0.0,0.003,,,2.8,3.3e-05,0.13,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.2,10.7,0.5,29.0,0.0,0.0,0.0,0.0,0.0,3.19,0.00063,100.0,0.74,0.23399999999999999,0.0,2.4,6.4,4.0,8.0,0.0,,0.00011,0.0,,0.0,0.0,0.038,0.0,0.00013000000000000002,0.0,0.0,0.0,0.0,0.000102,0.0,0.00011999999999999999,0.0,3.5e-07,0.00062,0.0,0.0006,0.0,22.9,6.3e-05
salame brianza,9.71,0.0,0.19,2.526,0.0,0.12,0.35,0.06,0.07,0.0,3.765,3.765,0.0,3.94,0.28,0.47,0.04,12.45,5.93,0.96,0.0016600000000000002,3.01,36.3,1.645,0.0,0.0,0.24,0.0,1.8130000000000002,7.000000000000003e-06,0.0,0.47,0.04,5.93,0.96,3.01,12.45,3.94,0.28,0.0,0.06,0.19,0.35,0.0,0.07,0.12,0.0,0.012,384.0,384.0,1.0,1.0,0.336,3.27,0.084,1.145,0.0013000000000000002,0.0,0.0,0.0,3e-06,0.22899999999999998,0.0,0.0,1.474,1.0,0.09,1.5e-05,1.287,1.087,0.0,2.195,30.5,30.5,0.0,71.0,2.35,0.026,0.0,4e-05,0.774,13.7,0.0056,100.0,5.12,0.473,1.242,26.5,26.5,0.0,28.0,0.00025,0.5,0.00016,0.0,9.71,7.000000000000003e-06,1.1909999999999998,1.827,0.0,0.00018999999999999998,0.961,1.319,0.264,1.41,0.0,2e-06,0.00036,0.0,9.000000000000002e-07,0.00022999999999999998,0.0,0.0035800000000000007,0.193,1.0,0.0
sedano,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,88.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.031,23.0,20.0,2.4,45.0,0.0,0.0,0.0,0.0,0.0005,1.41,0.18,1.6,3.8e-05,0.045,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,9.0,0.0,0.008,0.0,0.0,0.0,0.04,0.0002,80.0,0.1,0.28,0.0,0.0,2.3,2.3,46.0,5.5e-05,,0.00018999999999999998,0.0,,1.5e-06,0.0,0.14,0.0,5.9999999999999995e-05,0.0,0.0,0.0,0.0,0.0001035,0.0,7.000000000000001e-05,0.032,0.0,0.00047999999999999996,0.0,0.00067,0.0,2.2,0.001242
cornflakes,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.38,0.01,0.0,0.0,0.23,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,73.85,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.07400000000000001,372.0,362.5,87.75,91.0,0.0,0.0,0.0,0.0,0.0028,,,3.8,0.00025,0.057999999999999996,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,2.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.23,0.016,100.0,0.39,0.099,0.0,0.0,6.6,6.6,7.0,1.4999999999999999e-05,,0.0015,0.0,,1e-06,0.0,0.5555,0.0,0.001,0.0,0.0,0.0,0.0,1.4000000000000007e-05,0.0,0.0018000000000000004,0.0,0.0,0.0005300000000000001,0.0,0.00029,0.0,10.4,0.0
passiflora,0.03,0.0,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,,0.21100000000000002,0.0,0.18,0.0,0.0,0.0,0.04,0.02,0.0,0.00022,0.01,74.4,0.08900000000000001,0.0,0.0,0.0,0.0,0.064,0.0,,,,,,,,,,,,,,,,,0.0,0.01,64.0,36.0,5.7,60.0,0.0,0.011000000000000001,0.0,0.057,0.0006,,,13.9,1.4000000000000001e-05,0.064,1.9,0.0,0.115,2.2,,1e-06,0.051,0.032,0.0,0.102,0.0,0.3,0.3,7.0,0.16,0.028999999999999998,0.0,0.00045999999999999996,0.013,0.04,0.0025,42.0,0.18,0.2,0.064,0.0,3.0,3.0,33.0,8.999999999999999e-05,,0.00014,1.7,,6e-07,0.096,0.019,0.0,2.9999999999999997e-05,0.032,0.07,0.051,0.064,9.5e-05,0.0,0.0001,0.018000000000000002,0.0,2e-05,7e-07,0.0008,0.013,5.7,0.00114
noci,4.72,0.29,0.0,1.035,0.0,0.0,0.0,0.0,0.0,0.0,,2.056,0.0,28.83,5.63,0.47,0.0,7.95,3.07,0.14,0.0009000000000000002,0.89,19.2,0.45399999999999996,0.0,0.0,0.0,2.0,1.4709999999999999,2e-06,,,,,,,,,,,,,,,,,0.0,0.131,589.0,582.0,5.5,4.0,0.159,0.023,0.0,0.471,0.0026000000000000003,,,3.5,6.599999999999999e-05,0.238,0.3,0.0,0.513,0.3,,9e-06,0.457,0.253,0.0,0.742,0.0,57.7,57.7,89.0,0.28600000000000003,0.13,0.0,0.0034,0.20199999999999999,8.08,0.0008,58.0,34.45,0.6900000000000001,0.474,0.0,10.5,10.5,7.0,0.00031,,0.00016999999999999999,2.9,,6e-06,0.539,0.003,0.0,0.00058,0.33299999999999996,0.32899999999999996,0.076,0.547,3e-06,0.0,0.00073,0.0,0.0,0.004,2.7000000000000004e-06,0.003,0.1,3.4,3.6e-05
latte di pecora,4.82,0.0,0.0,0.29100000000000004,0.0,0.0,0.0,0.03,0.0,0.0,,0.903,0.42,0.13,0.04,0.01,0.02,1.28,1.58,0.0,0.00045,0.6,82.7,0.238,0.0,0.0,0.09,0.0,0.17500000000000002,2.5e-06,0.42,0.01,0.02,1.58,0.0,0.6,1.28,0.13,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.18,103.0,103.0,5.2,19.0,0.031,0.08199999999999999,0.011000000000000001,0.252,0.0001,0.0,0.0,0.0,5e-06,0.096,0.0,0.0,0.036000000000000004,0.0,,1.5e-05,0.3,0.14800000000000002,5.2,0.52,6.9,6.9,0.0,60.0,0.455,0.018000000000000002,0.0,0.0,0.13699999999999998,1.45,0.0005,100.0,0.26,0.182,0.514,5.3,5.3,0.0,21.0,0.0001,0.1,0.00025,0.0,4.82,1.6999999999999996e-06,0.436,0.03,0.3,5.9999999999999995e-05,0.249,0.238,0.07400000000000001,0.397,5.3e-05,6e-07,8e-05,0.005,2.1e-07,0.00013000000000000002,0.0,0.0007,0.03,5.2,0.0
"prosciutto cotto, senza grasso visibile",1.53,0.01,0.11,2.2119999999999997,0.0,0.0,0.01,0.11,0.0,0.0,,3.44,0.0,0.57,0.05,0.05,0.0,1.54,0.73,0.1,0.00103,0.46,69.7,1.3159999999999998,0.0,0.0,0.0,0.0,1.4180000000000001,3e-06,,,,,,,,,,,,,,,,,0.0,0.006999999999999999,132.0,132.0,1.0,3.0,0.258,1.47,0.062,0.903,0.0009000000000000002,0.0,0.0,0.0,1.9e-05,0.28,0.2,0.0,1.056,0.3,,5e-06,1.094,0.807,0.2,1.9,4.4,4.4,0.0,30.0,1.95,0.016,0.0,1e-05,0.583,1.81,0.0031000000000000003,100.0,0.73,0.254,0.9209999999999999,22.2,22.2,0.0,67.0,7.000000000000001e-05,,0.00025,0.3,,6e-06,0.9209999999999999,0.726,0.0,0.0005200000000000001,0.7829999999999999,0.929,0.233,1.33,0.0,1e-06,0.00061,0.0,8e-07,4e-05,0.0,0.0026000000000000003,0.18,1.0,0.0
"orata selvatica, filetti",0.88,0.0,0.19,2.169,0.0,0.38,0.29,0.09,0.04,0.0,,3.262,0.0,0.11,0.01,0.04,0.0,0.62,0.65,0.13,0.00086,0.17,73.2,1.209,0.0,0.0,0.23,0.0,1.251,1e-06,0.0,0.04,0.0,0.65,0.13,0.17,0.62,0.11,0.01,0.0,0.09,0.19,0.29,0.0,0.04,0.38,0.0,0.015,121.0,121.0,1.0,3.0,0.162,0.14,0.064,0.7909999999999999,0.0005,0.0,0.0,0.0,5e-06,0.152,0.0,0.0,0.877,1.0,,3e-05,1.001,0.557,0.0,1.636,3.8,3.8,0.0,28.0,1.984,0.024,0.0,4e-05,0.483,0.93,0.0053,100.0,1.21,0.376,0.7010000000000001,20.7,20.7,0.0,69.0,1e-05,1.4,0.00016999999999999999,0.0,0.88,7e-05,0.944,0.084,0.0,5e-05,0.763,0.971,0.266,1.1059999999999999,0.0,2e-06,0.00018999999999999998,0.0,0.0,0.0004,0.0,0.0005,0.2,1.0,0.0
ricotta di vacca,6.82,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,1.631,1.631,0.39,0.25,0.14,1.33,0.11,2.37,3.49,0.19,0.00021,1.06,75.7,0.43,0.0,0.0,0.0,0.0,0.278,1.9e-06,0.39,1.33,0.11,3.49,0.19,1.06,2.37,0.25,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,146.0,146.0,3.5,9.0,0.182,0.1,0.053500000000000006,0.353,0.0004,0.0,0.0,0.0,1.2e-05,0.237,0.0,0.0,0.18100000000000002,0.0,0.091,1.5e-05,0.466,0.185,3.5,0.997,10.9,10.9,0.0,67.0,0.794,0.017,0.0,0.0,0.203,2.76,8.999999999999999e-05,100.0,0.39,0.119,0.539,8.8,8.8,0.0,24.0,2e-05,0.1,0.00018999999999999998,0.0,6.82,3.9e-06,0.416,0.078,0.23,2e-05,0.331,0.41,0.08800000000000001,0.532,0.0001565,3e-07,2.9999999999999997e-05,0.0,3e-08,0.00021,0.0,0.0005,0.03,3.5,9.2e-05
"ceci, secchi",0.63,0.0,0.0,1.1945,0.0,0.0,0.0,0.0,0.0,0.0,3.4130000000000003,0.0,0.0,2.59,0.1,0.0,0.0,1.35,0.0,0.0,0.0,0.0,11.65,0.4285,0.0,0.0,0.0,44.95,0.9595,0.0,0.0,0.0,0.0,0.64,0.0,0.12,1.74,3.33,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1295,363.0,325.5,50.599999999999994,56.0,0.1235,0.0,0.0,0.6345,0.00625,12.45,1.13,13.7,0.00017999999999999998,0.357,0.0,0.0,0.4035,0.0,0.09,0.0,0.446,0.2625,0.0,0.8045,0.0,5.6,4.9,18.0,0.7125,0.065,0.0,0.0,0.113,1.5550000000000002,0.0021,100.0,3.075,0.8405,0.41300000000000003,0.0,21.35,21.8,26.0,0.0005,4.3,0.00011999999999999999,0.0,0.81,1e-06,0.529,0.006,0.0,0.00033,0.33,0.39899999999999997,0.11199999999999999,0.483,5e-06,0.0,0.0005300000000000001,0.0025,0.0,0.0026100000000000003,0.0,0.0032500000000000003,0.0,3.7,0.00017999999999999998
nespole del giappone,0.08,0.0,0.0,0.054000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,,0.057,0.0,0.15,0.03,0.0,0.0,0.02,0.06,0.0,0.00023999999999999998,0.01,85.3,0.022000000000000002,0.0,0.0,0.0,0.0,0.013,2e-07,,,,,,,,,,,,,,,,,0.0,0.016,32.0,28.0,6.1,81.0,0.006,0.003,0.0,0.013,0.0003,1.57,0.49,2.1,1.4000000000000001e-05,0.011000000000000001,2.9,0.0,0.019,2.6,,1e-06,0.013999999999999999,0.006999999999999999,0.0,0.024,0.0,0.4,0.4,13.0,0.021,0.013,0.0,0.00015,0.004,0.02,0.0004,66.0,0.18,0.25,0.025,0.0,0.4,0.4,6.0,4e-05,,5e-05,0.6,,6e-07,0.019,0.006,0.0,4e-05,0.012,0.013999999999999999,0.005,0.02,8.5e-05,0.0,0.0001,0.001,0.0,0.0008900000000000002,3.3e-06,5e-05,0.017,6.1,0.00102
